,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
0,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,1,105091,1,Q,Peter Torebko,R,,GER,24.91,106154,,,Duje Kekez,R,,CRO,19.78,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,279,170,612,39
1,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,2,106048,,Q,Alban Meuffels,U,,NED,20.37,104707,,,Denis Matsukevitch,R,190,RUS,26.78,7-6(6) 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,858,14,580,45
2,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,3,105702,,,Richard Becker,U,,GER,21.94,123788,,Q,Lennart Zynga,R,,GER,21.22,3-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,826,16,1017,8
3,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,4,122353,,WC,Christian Hirschmueller,R,,GER,19.83,104256,6,,Clement Reix,U,,FRA,29.25,6-0 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1904,1,342,127
4,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,5,104802,4,,Fabrice Martin,R,,FRA,26.32,105775,,,Marin Draganja,R,,CRO,21.66,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,317,143,597,41
5,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,6,104916,,,Moritz Baumann,L,,GER,25.67,120424,,WC,Yannick Maden,U,,GER,23.20,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,361,119,,
6,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,7,105906,,,Kevin Krawietz,R,190,GER,20.96,105174,,,Franck Pepe,R,,FRA,24.52,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,375,108,651,34
7,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,8,104510,5,,Stefan Seifert,L,,GER,27.86,106371,,Q,Yannick Zuern,R,,GER,18.11,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,318,142,,
8,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,9,104557,7,,Andis Juska,R,,LAT,27.63,106246,,,Robin Kern,R,,GER,19.26,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,348,124,386,104
9,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,10,104953,,,Nikolai Fidirko,R,,BLR,25.57,103651,,Q,Alexander Satschko,R,180,GER,32.15,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,645,35,986,9
10,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,11,104331,,,Rudy Coco,U,,FRA,28.80,106096,,,Tim Nekic,L,,GER,20.08,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,815,17,824,16
11,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,12,105472,3,,Nils Langer,R,,GER,22.95,121671,,WC,Dominique Denis Maden,U,,GER,21.37,6-4 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,305,148,,
12,2013-M-FU-GER-01A-2013,Germany F1,Carpet,,S,20130107,13,105757,8,,Sandro Ehrat,R,180,SUI,21.72,105399,,,Andriej Kapas,R,,POL,23.41,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,353,121,659,33
