,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
0,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,1,101812,1,,Raviv Weidenfeld,R,188,ISR,26.21,102669,,,Noam Behr,L,188,ISR,21.21,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,275,129,297,102
1,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,2,102057,,,Devin Bowen,R,183,USA,24.61,102696,,Q,Guillaume Couillard,R,,MON,21.05,5-7 6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,690,13,708,17
2,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,3,102911,,,Andrei Stoliarov,R,178,RUS,19.97,103010,,Q,Marco Danelli,R,,ITA,19.52,7-5 5-7 6-4,3,R32,,,,,,,,,,,,,,,,,,,,540,32,1300,1
3,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,4,102348,7,,Hideki Kaneko,R,,JPN,22.81,102885,,WC,Vishal Uppal,R,,IND,20.13,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,372,70,,
4,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,5,101389,3,,Oren Motevassel,L,170,USA,29.34,102276,,,Sandeep Kirtane,R,,IND,23.17,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,272,136,786,3
5,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,6,101520,,Q,Guido Van Rompaey,R,,BEL,28.26,102345,,Q,Nitten Kirrtane,R,,IND,22.82,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1002,6,1269,2
6,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,7,102806,,,Alex Bose,L,180,USA,20.54,102892,,Q,Susheel Narla,R,,IND,20.06,6-3 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1300,1,823,11
7,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,8,102090,6,,Ofer Sela,R,188,ISR,24.44,123147,,WC,Praveen Kumar,U,,IND,20.40,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,348,86,,
8,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,9,101929,5,,Joost Winnink,R,180,NED,25.50,103439,,Q,Dimitri Mazur,R,,UZB,17.31,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,304,85,1300,1
9,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,10,102165,,,Srinath Prahlad,R,,IND,23.97,103468,,WC,Harsh Mankad,R,173,IND,17.13,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,661,21,1300,1
10,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,11,101242,,Q,Brad Pearce,R,175,USA,30.77,109386,,,Akash Lamba,R,,IND,,6-2 7-6,3,R32,,,,,,,,,,,,,,,,,,,,,,,
11,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,12,101534,4,,Libor Nemecek,R,168,CZE,28.17,102039,,,Gaurav Natekar,R,,IND,24.73,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,693,15,779,13
12,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,13,101765,8,,Tomas Anzari,R,180,CZE,26.51,102804,,,Patrick Erhardt,R,,GER,20.55,4-6 6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,,674,16,720,16
13,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,14,101906,,,Yasufumi Yamamoto,R,175,JPN,25.66,118035,,WC,Amod Wakalkar,U,,IND,18.98,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,543,35,,
14,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,15,102017,,,Jonas Kushner,R,,USA,24.88,102566,,Q,Marian Leysek,R,,SVK,21.75,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1269,2,846,10
15,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,16,103003,,,Jean Francois Bachelot,R,183,FRA,19.55,101926,2,,Andrei Merinov,L,183,RUS,25.52,6-3 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,522,38,271,122
16,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,17,101812,1,,Raviv Weidenfeld,R,188,ISR,26.21,102057,,,Devin Bowen,R,183,USA,24.61,6-0 6-4,3,R16,,,,,,,,,,,,,,,,,,,,275,129,690,13
17,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,18,102348,7,,Hideki Kaneko,R,,JPN,22.81,102911,,,Andrei Stoliarov,R,178,RUS,19.97,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,,372,70,540,32
18,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,19,101389,3,,Oren Motevassel,L,170,USA,29.34,101520,,Q,Guido Van Rompaey,R,,BEL,28.26,6-0 6-3,3,R16,,,,,,,,,,,,,,,,,,,,272,136,1002,6
19,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,20,102806,,,Alex Bose,L,180,USA,20.54,102090,6,,Ofer Sela,R,188,ISR,24.44,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,,1300,1,348,86
20,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,21,101929,5,,Joost Winnink,R,180,NED,25.50,102165,,,Srinath Prahlad,R,,IND,23.97,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,304,85,661,21
21,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,22,101534,4,,Libor Nemecek,R,168,CZE,28.17,101242,,Q,Brad Pearce,R,175,USA,30.77,4-6 6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,,693,15,,
22,1997-M-SA-IND-01A-1996a,India Masters 1,Clay,,S,19961228,23,101765,8,,Tomas Anzari,R,180,CZE,26.51,101906,,,Yasufumi Yamamoto,R,175,JPN,25.66,6-4 3-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,674,16,543,35
