,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
0,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,001,126135,,Q,Jumpei Yamasaki,R,,JPN,21.4976043806,618,3,200436,,,Zsombor Piros,U,,HUN,19.2169746749,338,67,7-6(4) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,002,200553,,,Alen Avidzba,R,,RUS,18.8501026694,415,27,127187,,,Chien Hsun Lo,U,,TPE,20.1259411362,403,30,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,003,145001,,,Evan Furness,R,,FRA,20.3832991102,466,16,109686,,,Riccardo Bonadio,U,,ITA,25.4674880219,503,11,1-6 7-6(8) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
3,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,004,106187,5,,Denis Yevseyev,U,,KAZ,25.6098562628,359,57,105515,,,Jordi Samper Montana,U,,ESP,28.7392197125,413,28,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,005,134120,,Q,Kuan Yi Lee,U,,TPE,22.3080082136,,,144696,,,Zihao Xia,U,,CHN,21.916495551,354,58,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
5,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,006,106397,,,Wishaya Trongcharoenchaikul,R,,THA,23.7316906229,419,26,138845,,,Anthony Jackie Tang,U,,HKG,20.0958247775,,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
6,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,007,122495,,,Shintaro Imai,U,,JPN,25.3141683778,657,1,122606,,,Yecong He,U,,CHN,24.8733744011,526,9,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
7,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,008,105514,7,,Jeremy Jahn,R,180,GER,28.7392197125,379,43,106321,,,Xin Gao,U,,CHN,24.6379192334,557,7,6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,
8,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,009,111447,,Q,Takashi Saito,R,,JPN,23.8521560575,597,3,133975,,,Benjamin Hassan,U,,GER,23.9041752225,375,47,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
9,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,010,109699,,,Julian Lenz,R,,GER,25.8672142368,395,35,106388,,WC,Pak Long Yeung,U,,HKG,23.8767967146,,,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
10,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,011,200661,,Q,Yuki Mochiduki,U,,JPN,21.1033538672,601,3,138846,,,Hong Kit Jack Wong,U,,HKG,20.3367556468,653,1,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
11,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,012,106117,3,,Carlos Boluda Purkiss,R,165,ESP,25.9383983573,353,59,105810,,,Shuichi Sekiguchi,R,,JPN,27.4633812457,396,35,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
12,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,013,105339,,,Yan Bai,R,,CHN,29.6125941136,389,39,205695,,WC,Ching Lam,R,,HKG,19.3264887064,,,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,
13,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,014,126239,,,Arthur Rinderknech,U,,FRA,23.4414784394,423,25,144656,,,Corentin Denolly,L,,FRA,21.568788501,426,24,6-4 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
14,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,015,106006,,Q,Agustin Velotti,R,,ARG,26.6036960986,562,6,111805,,,Seong Chan Hong,R,,KOR,21.5030800821,532,8,3-6 6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,
15,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,016,124186,2,,Alexandre Muller,U,,FRA,21.9110198494,342,64,200318,,,Yu Hsiou Hsu,U,,TPE,19.7481177276,618,3,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
16,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,017,126135,,Q,Jumpei Yamasaki,R,,JPN,21.4976043806,618,3,200553,,,Alen Avidzba,R,,RUS,18.8501026694,415,27,7-5 7-6(3),3,R16,,,,,,,,,,,,,,,,,,,
17,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,018,145001,,,Evan Furness,R,,FRA,20.3832991102,466,16,106187,5,,Denis Yevseyev,U,,KAZ,25.6098562628,359,57,6-7(1) 6-0 6-3,3,R16,,,,,,,,,,,,,,,,,,,
18,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,019,134120,,Q,Kuan Yi Lee,U,,TPE,22.3080082136,,,106397,,,Wishaya Trongcharoenchaikul,R,,THA,23.7316906229,419,26,6-7(9) 7-6(5) 7-5,3,R16,,,,,,,,,,,,,,,,,,,
19,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,020,122495,,,Shintaro Imai,U,,JPN,25.3141683778,657,1,105514,7,,Jeremy Jahn,R,180,GER,28.7392197125,379,43,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
20,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,021,109699,,,Julian Lenz,R,,GER,25.8672142368,395,35,111447,,Q,Takashi Saito,R,,JPN,23.8521560575,597,3,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,
21,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,022,200661,,Q,Yuki Mochiduki,U,,JPN,21.1033538672,601,3,106117,3,,Carlos Boluda Purkiss,R,165,ESP,25.9383983573,353,59,6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,
22,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,023,126239,,,Arthur Rinderknech,U,,FRA,23.4414784394,423,25,105339,,,Yan Bai,R,,CHN,29.6125941136,389,39,7-6(5) 6-7(3) 6-2,3,R16,,,,,,,,,,,,,,,,,,,
23,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,024,106006,,Q,Agustin Velotti,R,,ARG,26.6036960986,562,6,124186,2,,Alexandre Muller,U,,FRA,21.9110198494,342,64,6-2 7-6(3),3,R16,,,,,,,,,,,,,,,,,,,
24,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,025,145001,,,Evan Furness,R,,FRA,20.3832991102,466,16,126135,,Q,Jumpei Yamasaki,R,,JPN,21.4976043806,618,3,6-0 6-4,3,QF,,,,,,,,,,,,,,,,,,,
25,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,026,122495,,,Shintaro Imai,U,,JPN,25.3141683778,657,1,134120,,Q,Kuan Yi Lee,U,,TPE,22.3080082136,,,6-1 6-3,3,QF,,,,,,,,,,,,,,,,,,,
26,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,027,109699,,,Julian Lenz,R,,GER,25.8672142368,395,35,200661,,Q,Yuki Mochiduki,U,,JPN,21.1033538672,601,3,6-7(10) 6-1 6-2,3,QF,,,,,,,,,,,,,,,,,,,
27,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,028,106006,,Q,Agustin Velotti,R,,ARG,26.6036960986,562,6,126239,,,Arthur Rinderknech,U,,FRA,23.4414784394,423,25,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,
28,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,029,145001,,,Evan Furness,R,,FRA,20.3832991102,466,16,122495,,,Shintaro Imai,U,,JPN,25.3141683778,657,1,7-6(4) 6-2,3,SF,,,,,,,,,,,,,,,,,,,
29,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,030,109699,,,Julian Lenz,R,,GER,25.8672142368,395,35,106006,,Q,Agustin Velotti,R,,ARG,26.6036960986,562,6,5-7 6-2 6-2,3,SF,,,,,,,,,,,,,,,,,,,
30,2019-M-ITF-HKG-01A-2019,M25 Hong Kong,Hard,32,S,20181231,031,145001,,,Evan Furness,R,,FRA,20.3832991102,466,16,109699,,,Julian Lenz,R,,GER,25.8672142368,395,35,5-6 RET,3,F,,,,,,,,,,,,,,,,,,,
31,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,001,122078,,,Dmitry Popko,R,,KAZ,22.1848049281,351,59,208296,,WC,Siem Woldeab,U,,USA,17.568788501,,,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
32,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,002,132437,,Q,Logan Smith,U,,USA,22.1711156742,,,202167,,,Tyler Lu,U,,USA,23.3867214237,,,7-6(3) 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
33,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,003,206909,,,Brandon Nakashima,U,,USA,17.4099931554,527,8,202195,,,Maxime Cressy,U,,FRA,21.6481861739,592,4,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
34,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,004,202385,,,Jenson Brooksby,U,,USA,18.1793292266,,,111775,7,,Evan Hoyt,R,,GBR,23.9561943874,492,12,5-7 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
35,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,005,200587,,WC,Brandon Holt,U,,USA,20.7364818617,532,8,106266,,,Lloyd Glasspool,U,,GBR,25.1143052704,428,24,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
36,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,006,106250,,,Luis Patino,R,,MEX,25.234770705,569,6,111809,,,Henry Craig,R,,USA,24.2245037645,,,7-6(5) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
37,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,007,105654,,,Daniel Nguyen,U,,USA,28.2080766598,542,7,134794,,,Alexis Gautier,U,,FRA,21.7330595483,,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
38,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,008,207968,,,Alexander Lebedev,U,,USA,21.7577002053,,,106061,8,,Pavel Krainik,R,,CAN,26.2559890486,495,12,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
39,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,009,200516,,,Patrick Kypson,U,,USA,19.1759069131,452,18,200228,,,Felix Corwin,U,,USA,22.598220397,664,1,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
40,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,010,122248,,,Peter Kobelt,U,,USA,28.1204654346,635,1,132434,,Q,Errol Smith,U,,USA,24.5420944559,,,7-6(7) 6-4,3,R32,,,,,,,,,,,,,,,,,,,
41,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,011,126087,,,George Goldhoff,R,,USA,23.961670089,,,144826,,,Aziz Dougaz,U,,TUN,21.7659137577,573,6,7-6(5) 4-6 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,
42,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,012,111583,4,,Martin Redlicki,U,,USA,23.3538672142,445,20,106335,,,Alexios Halebian,L,,USA,24.5639972621,,,7-6(4) 7-6(6),3,R32,,,,,,,,,,,,,,,,,,,
43,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,013,134205,,,Alec Adamson,U,,USA,24.3367556468,,,131905,,,Manuel Guinard,U,,FRA,23.1266255989,457,17,6-2 3-6 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,
44,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,014,207181,,,Govind Nanda,R,,USA,17.8672142368,,,133018,,,Michail Pervolarakis,R,,CYP,22.5681040383,,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
45,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,015,208370,,,Keenan Mayo,U,,USA,,594,3,207729,,WC,Tristan Boyer,R,,USA,17.6947296372,,,6-2 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,
46,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,016,105877,2,,Emilio Gomez,R,,ECU,27.0910335387,369,49,126612,,,Alexander Cozbinov,R,,MDA,23.6769336071,,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
47,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,017,122078,,,Dmitry Popko,R,,KAZ,22.1848049281,351,59,132437,,Q,Logan Smith,U,,USA,22.1711156742,,,6-7(5) 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,
48,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,018,202385,,,Jenson Brooksby,U,,USA,18.1793292266,,,206909,,,Brandon Nakashima,U,,USA,17.4099931554,527,8,2-6 7-6(10) 7-5,3,R16,,,,,,,,,,,,,,,,,,,
49,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,019,200587,,WC,Brandon Holt,U,,USA,20.7364818617,532,8,106250,,,Luis Patino,R,,MEX,25.234770705,569,6,3-6 6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,
50,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,020,105654,,,Daniel Nguyen,U,,USA,28.2080766598,542,7,207968,,,Alexander Lebedev,U,,USA,21.7577002053,,,7-6(4) 6-4,3,R16,,,,,,,,,,,,,,,,,,,
51,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,021,200516,,,Patrick Kypson,U,,USA,19.1759069131,452,18,122248,,,Peter Kobelt,U,,USA,28.1204654346,635,1,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,
52,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,022,111583,4,,Martin Redlicki,U,,USA,23.3538672142,445,20,126087,,,George Goldhoff,R,,USA,23.961670089,,,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,
53,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,023,207181,,,Govind Nanda,R,,USA,17.8672142368,,,134205,,,Alec Adamson,U,,USA,24.3367556468,,,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
54,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,024,105877,2,,Emilio Gomez,R,,ECU,27.0910335387,369,49,208370,,,Keenan Mayo,U,,USA,,594,3,6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,
55,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,025,202385,,,Jenson Brooksby,U,,USA,18.1793292266,,,122078,,,Dmitry Popko,R,,KAZ,22.1848049281,351,59,6-3 6-0,3,QF,,,,,,,,,,,,,,,,,,,
56,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,026,200587,,WC,Brandon Holt,U,,USA,20.7364818617,532,8,105654,,,Daniel Nguyen,U,,USA,28.2080766598,542,7,6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,
57,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,027,200516,,,Patrick Kypson,U,,USA,19.1759069131,452,18,111583,4,,Martin Redlicki,U,,USA,23.3538672142,445,20,7-6(2) 6-4,3,QF,,,,,,,,,,,,,,,,,,,
58,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,028,105877,2,,Emilio Gomez,R,,ECU,27.0910335387,369,49,207181,,,Govind Nanda,R,,USA,17.8672142368,,,6-4 7-6(6),3,QF,,,,,,,,,,,,,,,,,,,
59,2019-M-ITF-USA-01A-2019,M25 Los Angeles CA,Hard,30,S,20181231,029,200587,,WC,Brandon Holt,U,,USA,20.7364818617,532,8,202385,,,Jenson Brooksby,U,,USA,18.1793292266,,,6-7(3) 6-1 6-4,3,SF,,,,,,,,,,,,,,,,,,,
60,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,001,105877,,,Emilio Gomez,R,,ECU,27.1101984942,372,49,206499,,LL,Aleksandar Kovacevic,U,,USA,20.3586584531,,,7-5 6-7(5) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
61,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,002,144826,,,Aziz Dougaz,U,,TUN,21.7850787132,574,6,200419,,,Jonas Eriksson Ziverts,R,,SWE,19.9972621492,,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
62,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,003,133018,,,Michail Pervolarakis,R,,CYP,22.5872689938,,,106335,,Q,Alexios Halebian,L,,USA,24.5831622177,,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
63,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,004,106250,,,Luis Patino,R,,MEX,25.2539356605,570,6,126190,8,,Nicolas Alvarez,R,,PER,22.5817932923,568,6,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
64,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,005,207181,,WC,Govind Nanda,R,,USA,17.8863791923,,,131905,,,Manuel Guinard,U,,FRA,23.1457905544,457,17,6-3 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
65,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,006,126612,,,Alexander Cozbinov,R,,MDA,23.6960985626,,,125829,,,Samuel Shropshire,R,,USA,24.1314168378,,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
66,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,007,200228,,,Felix Corwin,U,,USA,22.6173853525,665,1,134490,,,Justin Roberts,R,,BAH,22.0917180014,,,7-6(4) 6-4,3,R32,,,,,,,,,,,,,,,,,,,
67,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,008,200632,,,Evan Zhu,U,,USA,20.3969883641,629,3,111775,6,,Evan Hoyt,R,,GBR,23.9753593429,492,12,7-6(4) 6-4,3,R32,,,,,,,,,,,,,,,,,,,
68,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,009,131911,,Q,Lucas Poullain,U,,FRA,23.0910335387,,,106061,,,Pavel Krainik,R,,CAN,26.2751540041,495,12,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
69,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,010,126273,,,Jordi Arconada,R,,ARG,22.3353867214,677,1,208370,,,Keenan Mayo,U,,USA,,595,3,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
70,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,011,126177,,,Strong Kirchheimer,U,,USA,23.7015742642,672,1,208260,,,Zachary Svajda,U,,USA,16.1067761807,,,7-6(9) 4-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
71,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,012,111583,3,,Martin Redlicki,U,,USA,23.3730321697,443,20,207968,,,Alexander Lebedev,U,,USA,21.7768651608,,,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
72,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,013,111809,,,Henry Craig,R,,USA,24.2436687201,,,105826,,,Alejandro Gomez Gb42,U,,COL,27.4004106776,473,15,1-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
73,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,014,122248,,,Peter Kobelt,U,,USA,28.1396303901,636,1,134205,,,Alec Adamson,U,,USA,24.3559206023,,,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,
74,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,015,202385,,,Jenson Brooksby,U,,USA,18.1984941821,,,126528,,Q,Julian Bradley,U,,IRL,26.4777549624,,,6-2 6-7(1) 6-1,3,R32,,,,,,,,,,,,,,,,,,,
75,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,016,106266,2,,Lloyd Glasspool,U,,GBR,25.1334702259,426,24,202417,,,Siphosothando Montsi,R,,RSA,19.1622176591,,,6-4 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
76,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,017,105877,,,Emilio Gomez,R,,ECU,27.1101984942,372,49,144826,,,Aziz Dougaz,U,,TUN,21.7850787132,574,6,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
77,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,018,133018,,,Michail Pervolarakis,R,,CYP,22.5872689938,,,106250,,,Luis Patino,R,,MEX,25.2539356605,570,6,6-4 2-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
78,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,019,207181,,WC,Govind Nanda,R,,USA,17.8863791923,,,126612,,,Alexander Cozbinov,R,,MDA,23.6960985626,,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
79,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,020,200228,,,Felix Corwin,U,,USA,22.6173853525,665,1,200632,,,Evan Zhu,U,,USA,20.3969883641,629,3,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
80,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,021,126273,,,Jordi Arconada,R,,ARG,22.3353867214,677,1,131911,,Q,Lucas Poullain,U,,FRA,23.0910335387,,,7-6(4) 3-6 7-5,3,R16,,,,,,,,,,,,,,,,,,,
81,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,022,111583,3,,Martin Redlicki,U,,USA,23.3730321697,443,20,126177,,,Strong Kirchheimer,U,,USA,23.7015742642,672,1,7-6(5) 6-2,3,R16,,,,,,,,,,,,,,,,,,,
82,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,023,122248,,,Peter Kobelt,U,,USA,28.1396303901,636,1,111809,,,Henry Craig,R,,USA,24.2436687201,,,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
83,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,024,106266,2,,Lloyd Glasspool,U,,GBR,25.1334702259,426,24,202385,,,Jenson Brooksby,U,,USA,18.1984941821,,,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
84,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,025,133018,,,Michail Pervolarakis,R,,CYP,22.5872689938,,,105877,,,Emilio Gomez,R,,ECU,27.1101984942,372,49,2-6 6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,
85,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,026,207181,,WC,Govind Nanda,R,,USA,17.8863791923,,,200228,,,Felix Corwin,U,,USA,22.6173853525,665,1,6-3 7-6(4),3,QF,,,,,,,,,,,,,,,,,,,
86,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,027,111583,3,,Martin Redlicki,U,,USA,23.3730321697,443,20,126273,,,Jordi Arconada,R,,ARG,22.3353867214,677,1,6-4 6-1,3,QF,,,,,,,,,,,,,,,,,,,
87,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,028,106266,2,,Lloyd Glasspool,U,,GBR,25.1334702259,426,24,122248,,,Peter Kobelt,U,,USA,28.1396303901,636,1,6-3 6-7(6) 6-4,3,QF,,,,,,,,,,,,,,,,,,,
88,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,029,207181,,WC,Govind Nanda,R,,USA,17.8863791923,,,133018,,,Michail Pervolarakis,R,,CYP,22.5872689938,,,6-3 7-5,3,SF,,,,,,,,,,,,,,,,,,,
89,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,030,111583,3,,Martin Redlicki,U,,USA,23.3730321697,443,20,106266,2,,Lloyd Glasspool,U,,GBR,25.1334702259,426,24,3-6 7-6(7) 6-2,3,SF,,,,,,,,,,,,,,,,,,,
90,2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S,20190107,031,207181,,WC,Govind Nanda,R,,USA,17.8863791923,,,111583,3,,Martin Redlicki,U,,USA,23.3730321697,443,20,4-6 7-6(2) 6-0,3,F,,,,,,,,,,,,,,,,,,,
91,2019-M-ITF-USA-03A-2019,M15 Naples FL,Clay,32,S,20190114,001,122078,,,Dmitry Popko,R,,KAZ,22.2231348392,352,59,132443,,WC,Paul C Oosterbaan,U,,USA,23.3511293634,,,4-6 6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
92,2019-M-ITF-USA-03A-2019,M15 Naples FL,Clay,32,S,20190114,002,126214,,Q,Alejandro Tabilo,L,,CAN,21.6180698152,,,106129,,,Dragos Constantin Ignat,R,,ROU,25.916495551,,,6-4 5-7 6-4,3,R32,,,,,,,,,,,,,,,,,,,
93,2019-M-ITF-USA-03A-2019,M15 Naples FL,Clay,32,S,20190114,003,200572,,,Nick Hardt,U,,DOM,18.3162217659,,,208279,,,Alejandro Moro Canas,U,,ESP,18.1026694045,,,2-6 7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,
94,2019-M-ITF-USA-03A-2019,M15 Naples FL,Clay,32,S,20190114,004,106260,7,,Pietro Rondoni,U,,ITA,25.196440794,496,11,106384,,,Or Ram Harel,R,,ISR,23.9507186858,578,5,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
