,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
0,1983-243,Perth CH,Grass,,C,19830103,238,101154,,,Simon Youl,R,185,AUS,17.51,107691,,,Mark Hartnett,L,,AUS,,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,,450,,548,
1,1983-243,Perth CH,Grass,,C,19830103,239,100871,,,Laurie Warder,R,183,AUS,20.20,108083,,Q,Richard Fricker,R,,AUS,,6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,,382,,,
2,1983-243,Perth CH,Grass,,C,19830103,240,106449,,,Adrian Targett,R,,AUS,,100768,,Q,Nick Brown,R,190,GBR,21.33,7-6 7-6,3,R64,,,,,,,,,,,,,,,,,,,,743,,616,
3,1983-243,Perth CH,Grass,,C,19830103,241,107397,,,John Stoddart,R,,AUS,,106851,,,David Shaw,R,,GBR,,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,,434,,490,
4,1983-243,Perth CH,Grass,,C,19830103,242,107357,,,Joe Meyers,R,,USA,,108439,,,Tony Withers,R,,USA,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,,450,,415,
5,1983-243,Perth CH,Grass,,C,19830103,243,100416,,,Bill Maze,R,,USA,26.90,100569,,,Toru Yonezawa,R,188,JPN,24.18,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,616,,369,
6,1983-243,Perth CH,Grass,,C,19830103,244,101000,,,Carl Limberger,R,170,AUS,18.94,100685,,,Martin Guntrip,R,,GBR,22.46,7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,,490,,434,
7,1983-243,Perth CH,Grass,,C,19830103,245,107557,,,Lawrence Hall,R,,AUS,,108375,,,Thierry Purini,R,,AUS,,6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,548,,616,
8,1983-243,Perth CH,Grass,,C,19830103,246,100849,,,David Graham,R,180,AUS,20.42,108512,,,Wes Horskins,R,,AUS,,6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,324,,434,
9,1983-243,Perth CH,Grass,,C,19830103,247,100678,,Q,Bill Gilmour,R,,AUS,22.60,100859,,,Robert Casey C100,R,188,AUS,20.30,6-4 7-5,3,R64,,,,,,,,,,,,,,,,,,,,616,,504,
10,1983-243,Perth CH,Grass,,C,19830103,248,100722,,,Michael Fancutt,R,190,AUS,21.87,108306,,,Stephen Thompson,R,,AUS,,3-6 6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,,423,,831,
11,1983-243,Perth CH,Grass,,C,19830103,249,100744,,,Peter Doohan,R,190,AUS,21.67,100554,,,Matthew Mcdonald,R,,USA,24.40,6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,,363,,473,
12,1983-243,Perth CH,Grass,,C,19830103,250,100951,,,Alessandro De Minicis,R,175,ITA,19.42,100549,,,Jeff Lee,R,,USA,24.51,6-3 6-7 6-4,3,R64,,,,,,,,,,,,,,,,,,,,504,,473,
13,1983-243,Perth CH,Grass,,C,19830103,251,100257,,,Ross Case,R,,AUS,31.17,101057,,,Peter Carter,R,180,AUS,18.40,6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,,415,,434,
14,1983-243,Perth CH,Grass,,C,19830103,252,106671,,,Bruno Capineri,R,,ITA,,209027,,Q,Peter Rigg,U,,AUS,,6-3 4-6 6-2,3,R64,,,,,,,,,,,,,,,,,,,,523,,,
